id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,next_election,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,district,at_large,geoid,missed_votes_pct,votes_with_party_pct,votes_against_party_pct,senate_class,state_rank,lis_id
H001082,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001082.json,Kevin,,Hern,,1961-12-04,M,R,,repkevinhern,,,412748,,180004,,N00040829,/g/11gzqw48lf,H8OK01157,https://hern.house.gov,,,True,,,,6,2022,865.0,14.0,0.0,2022-08-09 11:30:22 -0400,ocd-division/country:us/state:ok/cd:1,1019 Longworth House Office Building,202-225-2211,,OK,1,False,4001,1.62,89.36,10.52,,,
H001084,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001084.json,Yvette,,Herrell,,1964-03-16,F,R,,RepHerrell,,,456834,,121681,,N00041454,/m/0_qf84y,H8NM02156,https://herrell.house.gov,,,True,,,,2,2022,865.0,25.0,0.0,2022-08-09 11:30:22 -0400,ocd-division/country:us/state:nm/cd:2,1305 Longworth House Office Building,202-225-2365,,NM,2,False,3502,2.89,89.21,10.67,,,
H001056,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001056.json,Jaime,,Herrera Beutler,,1978-11-03,F,R,,HerreraBeutler,herrerabeutler,RepHerreraBeutler,412486,95198,101907,21187,N00031559,/m/0cz8yx2,H0WA03187,https://jhb.house.gov,https://herrerabeutler.house.gov/news/rss.aspx,,True,,0.343,,12,2022,865.0,3.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:wa/cd:3,2352 Rayburn House Office Building,202-225-3536,,WA,3,False,5303,0.35,92.64,7.24,,,
H001071,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001071.json,Jody,,Hice,,1960-04-22,M,R,,congressmanhice,CongressmanJodyHice,,412623,94974,122246,21514,N00032243,/m/0640dpx,H0GA07125,https://hice.house.gov,,,True,,0.789,,8,2022,865.0,52.0,2.0,2022-08-09 11:30:22 -0400,ocd-division/country:us/state:ga/cd:10,404 Cannon House Office Building,202-225-4101,,GA,10,False,1310,6.01,82.67,17.2,,,
H001038,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001038.json,Brian,,Higgins,,1959-10-06,M,D,,RepBrianHiggins,RepBrianHiggins,CongressmanHiggins,400641,1013050,23127,20519,N00027060,/m/04fc7g,H4NY27076,https://higgins.house.gov,https://higgins.house.gov/rss.xml,,True,,-0.348,,16,2022,865.0,6.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:ny/cd:26,2459 Rayburn House Office Building,202-225-3306,,NY,26,False,3626,0.69,99.18,0.7,,,
H001077,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001077.json,Clay,,Higgins,,1961-08-24,M,R,,RepClayHiggins,CongressmanClayHiggins,,412705,106094,174484,21724,N00039953,/g/11c1s3lp76,H6LA03148,https://clayhiggins.house.gov,https://clayhiggins.house.gov/rss.xml,,True,,0.618,,6,2022,865.0,105.0,0.0,2022-08-09 12:00:38 -0400,ocd-division/country:us/state:la/cd:3,572 Cannon House Office Building,202-225-2031,,LA,3,False,2203,12.14,82.17,17.7,,,
H001072,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001072.json,French,,Hill,,1956-12-05,M,R,,RepFrenchHill,RepFrenchHill,,412609,9265172,146290,21503,N00035792,/m/0127p1zk,H4AR02141,https://hill.house.gov,,,True,,0.443,,8,2022,865.0,11.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:ar/cd:2,1533 Longworth House Office Building,202-225-2506,,AR,2,False,0502,1.27,97.06,2.83,,,
H001047,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001047.json,Jim,,Himes,,1966-07-05,M,D,,JAHimes,CongressmanJimHimes,congressmanhimes,412282,1031341,106744,20907,N00029070,/m/03w9x9v,H8CT04172,https://himes.house.gov,,,True,,-0.241,,14,2022,865.0,6.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:ct/cd:4,2137 Rayburn House Office Building,202-225-5541,,CT,4,False,0904,0.69,98.25,1.63,,,
H001091,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001091.json,Ashley,,Hinson,,1983-06-27,F,R,,RepAshleyHinson,,,456816,,168783,,N00044521,/g/11fjq_fl2t,H0IA01174,https://hinson.house.gov,,,True,,,,2,2022,865.0,1.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:ia/cd:1,1429 Longworth House Office Building,202-225-2911,,IA,1,False,1901,0.12,94.76,5.13,,,
H001074,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001074.json,Trey,,Hollingsworth,,1983-09-12,M,R,,reptrey,reptrey,,412703,104247,167423,21725,N00038429,/g/11cnt8qr9t,H6IN09176,https://hollingsworth.house.gov,,,True,,0.417,,6,2022,865.0,56.0,0.0,2022-08-09 12:00:38 -0400,ocd-division/country:us/state:in/cd:9,1641 Longworth House Office Building,202-225-5315,,IN,9,False,1809,6.47,92.54,7.34,,,
H001066,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001066.json,Steven,,Horsford,,1973-04-29,M,D,,RepHorsford,,,412559,79614,44064,21339,N00033638,/m/03c01w9,H2NV04011,https://horsford.house.gov,https://horsford.house.gov/rss.xml,,True,,-0.349,,4,2022,865.0,10.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:nv/cd:4,562 Cannon House Office Building,202-225-9894,,NV,4,False,3204,1.16,97.07,2.81,,,
H001085,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001085.json,Chrissy,,Houlahan,,1967-06-05,F,D,,RepHoulahan,,,412810,,178893,,N00040949,/g/11fghyq4ym,H8PA06087,https://houlahan.house.gov,,,True,,,,4,2022,865.0,4.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:pa/cd:6,1218 Longworth House Office Building,202-225-4315,,PA,6,False,4206,0.46,97.67,2.21,,,
H000874,Representative,Rep.,https://api.propublica.org/congress/v1/members/H000874.json,Steny,H.,Hoyer,,1939-06-14,M,D,House Majority Leader,LeaderHoyer,WhipHoyer,LeaderHoyer,400189,1919,26890,14873,N00001821,/m/025k5p,H2MD05155,https://hoyer.house.gov,,,True,,-0.38,,42,2022,865.0,23.0,0.0,2022-08-09 11:30:25 -0400,ocd-division/country:us/state:md/cd:5,1705 Longworth House Office Building,202-225-4131,,MD,5,False,2405,2.66,98.69,1.19,,,
H001067,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001067.json,Richard,,Hudson,,1971-11-04,M,R,House Republican Conference Secretary,RepRichHudson,RepRichHudson,RepRichHudson,412550,79622,136448,21346,N00033630,/m/0nbwfxs,H2NC08185,https://hudson.house.gov,,,True,,0.543,,10,2022,865.0,16.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:nc/cd:8,2112 Rayburn House Office Building,202-225-3715,,NC,8,False,3708,1.85,96.45,3.44,,,
H001068,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001068.json,Jared,,Huffman,,1964-02-18,M,D,,RepHuffman,RepHuffman,rephuffman,412511,622431,59849,21303,N00033030,/m/0ksfyx,H2CA06259,https://huffman.house.gov,,,True,,-0.43,,10,2022,865.0,8.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:ca/cd:2,1527 Longworth House Office Building,202-225-5161,,CA,2,False,0602,0.92,98.48,1.4,,,
H001058,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001058.json,Bill,,Huizenga,,1969-01-31,M,R,,RepHuizenga,RepHuizenga,RepHuizenga,412437,1033765,38351,21142,N00030673,/m/05b0j1w,H0MI02094,https://huizenga.house.gov,https://huizenga.house.gov/news/rss.aspx,,True,,0.564,,12,2022,865.0,12.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:mi/cd:2,2232 Rayburn House Office Building,202-225-4401,,MI,2,False,2602,1.39,95.88,4.0,,,
I000056,Representative,Rep.,https://api.propublica.org/congress/v1/members/I000056.json,Darrell,,Issa,,1953-11-01,M,R,,DarrellIssa,darrellissa,repdarrellissa,400196,90066,16553,20107,N00007017,/m/01r7wc,H0CA48024,https://issa.house.gov,,,True,,0.497,,2,2022,865.0,28.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:ca/cd:50,2300 Rayburn House Office Building,202-225-5672,,CA,50,False,0650,3.24,96.4,3.48,,,
J000304,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000304.json,Ronny,,Jackson,,1967-05-04,M,R,,RepRonnyJackson,,,456847,,,,N00046055,/g/11gfhx0vbg,H0TX13228,https://jackson.house.gov,,,True,,,,2,2022,865.0,33.0,0.0,2022-08-09 11:30:22 -0400,ocd-division/country:us/state:tx/cd:13,118 Cannon House Office Building,202-225-3706,,TX,13,False,4813,3.82,89.36,10.52,,,
J000032,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000032.json,Sheila,,Jackson Lee,,1950-01-12,F,D,,JacksonLeeTX18,CongresswomanSheilaJacksonLee,TX18SJL,400199,36819,21692,29573,N00005818,/m/02fj6h,H4TX18054,https://jacksonlee.house.gov,https://jacksonlee.house.gov/rss.xml,,True,,-0.46,,28,2022,865.0,10.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:tx/cd:18,2426 Rayburn House Office Building,202-225-3816,,TX,18,False,4818,1.16,99.3,0.59,,,
J000305,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000305.json,Sara,,Jacobs,,1989-02-01,F,D,,RepSaraJacobs,,,456804,,,,N00042081,/g/11ghs2x3tm,H0CA53115,https://sarajacobs.house.gov,,,True,,,,2,2022,865.0,12.0,1.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:ca/cd:53,1232 Longworth House Office Building,202-225-2040,,CA,53,False,0653,1.39,98.94,0.94,,,
J000020,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000020.json,Chris,,Jacobs,,1966-11-28,M,R,,RepJacobs,,,456793,,,,N00044575,/m/0cgscj,H0NY27090,https://jacobs.house.gov,https://jacobs.house.gov/rss.xml,,True,,,,4,2022,865.0,15.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:ny/cd:27,214 Cannon House Office Building,202-225-5265,,NY,27,False,3627,1.73,92.65,7.23,,,
J000298,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000298.json,Pramila,,Jayapal,,1965-09-21,F,D,,RepJayapal,RepJayapal,,412730,9267128,153141,21726,N00038858,/m/0c3dxcq,H6WA07458,https://jayapal.house.gov,https://jayapal.house.gov/category/news/feed/,,True,,-0.682,,6,2022,865.0,4.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:wa/cd:7,2346 Rayburn House Office Building,202-225-3106,,WA,7,False,5307,0.46,98.14,1.75,,,
J000294,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000294.json,Hakeem,,Jeffries,,1970-08-04,M,D,House Democratic Caucus Chair,RepJeffries,RepHakeemJeffries,,412561,79612,55285,21343,N00033640,/m/025_74m,H2NY10092,https://jeffries.house.gov,https://jeffries.house.gov/category/press-release/feed/,,True,,-0.488,,10,2022,865.0,3.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:ny/cd:8,2433 Rayburn House Office Building,202-225-5936,,NY,8,False,3608,0.35,99.07,0.81,,,
J000288,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000288.json,Hank,,Johnson,,1954-10-02,M,D,,RepHankJohnson,115356957005,RepHankJohnson,412199,1020576,68070,20712,N00027848,/m/0flgyy,H6GA04129,https://hankjohnson.house.gov,https://hankjohnson.house.gov/rss.xml,,True,,-0.468,,16,2022,865.0,19.0,1.0,2022-08-09 11:30:25 -0400,ocd-division/country:us/state:ga/cd:4,2240 Rayburn House Office Building,202-225-1605,,GA,4,False,1304,2.2,98.93,0.95,,,
J000126,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000126.json,Eddie,Bernice,Johnson,,1935-12-03,F,D,,RepEBJ,CongresswomanEBJtx30,RepEddieBJohnson,400204,23352,27098,39305,N00008122,/m/03tn1w,H2TX00015,https://ebjohnson.house.gov,https://ebjohnson.house.gov/rss.xml,,True,,-0.485,,30,2022,865.0,8.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:tx/cd:30,2306 Rayburn House Office Building,202-225-8885,,TX,30,False,4830,0.92,98.95,0.94,,,
J000299,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000299.json,Mike,,Johnson,,1972-01-30,M,R,House Republican Conference Vice Chair,RepMikeJohnson,RepMikeJohnson,,412706,106095,156097,21727,N00039106,/m/0131jn2m,H6LA04138,https://mikejohnson.house.gov,,,True,,0.561,,6,2022,865.0,33.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:la/cd:4,568 Cannon House Office Building,202-225-2777,,LA,4,False,2204,3.82,94.44,5.44,,,
J000292,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000292.json,Bill,,Johnson,,1954-11-10,M,R,,RepBillJohnson,RepBillJohnson,RepBillJohnson,412460,623472,120649,21162,N00032088,/m/0ds3q2f,H0OH06189,https://billjohnson.house.gov,https://billjohnson.house.gov/news/rss.aspx,,True,,0.424,,12,2022,865.0,3.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:oh/cd:6,2336 Rayburn House Office Building,202-225-5705,,OH,6,False,3906,0.35,96.73,3.15,,,
J000301,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000301.json,Dusty,,Johnson,,1976-09-30,M,R,,RepJohnson,,,412816,,48307,,N00040559,/g/11dyzlcnbr,H8SD01055,https://dustyjohnson.house.gov,,,True,,,,4,2022,865.0,4.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:sd/cd:1,1714 Longworth House Office Building,202-225-2801,,SD,At-Large,True,4600,0.46,97.08,2.81,,,
J000306,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000306.json,Mondaire,,Jones,,1987-05-18,M,D,,RepJones,,,456840,,,,N00044908,/g/11fsfpp4wj,H0NY17174,https://jones.house.gov,,,True,,,,2,2022,865.0,5.0,0.0,2022-08-09 11:30:25 -0400,ocd-division/country:us/state:ny/cd:17,1017 Longworth House Office Building,202-225-6506,,NY,17,False,3617,0.58,98.6,1.28,,,
J000289,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000289.json,Jim,,Jordan,,1964-02-17,M,R,,Jim_Jordan,repjimjordan,RepJimJordan,412226,1022879,8158,20738,N00027894,/m/04l4x5,H6OH04082,https://jordan.house.gov,,,True,,0.717,,16,2022,865.0,29.0,0.0,2022-08-09 11:30:22 -0400,ocd-division/country:us/state:oh/cd:4,2056 Rayburn House Office Building,202-225-2676,,OH,4,False,3904,3.35,86.75,13.13,,,
J000302,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000302.json,John,,Joyce,,1957-02-08,M,R,,RepJohnJoyce,,,412812,,178911,,N00043242,/g/11fgkqqf2l,H8PA13125,https://johnjoyce.house.gov,,,True,,,,4,2022,865.0,2.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:pa/cd:13,1221 Longworth House Office Building,202-225-2431,,PA,13,False,4213,0.23,94.4,5.48,,,
J000295,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000295.json,Dave,,Joyce,,1957-03-17,M,R,,RepDaveJoyce,RepDaveJoyce,repdavejoyce,412566,68561,143052,21353,N00035007,/m/0ktwnp_,H2OH14064,https://joyce.house.gov,https://joyce.house.gov/rss/press-releases.xml,,True,,0.261,,10,2022,865.0,10.0,2.0,2022-08-09 11:30:22 -0400,ocd-division/country:us/state:oh/cd:14,2065 Rayburn House Office Building,202-225-5731,,OH,14,False,3914,1.16,91.29,8.59,,,
K000396,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000396.json,Kaialiʻi,,Kahele,,1974-03-28,M,D,,RepKahele,,,456815,,,,N00044007,/g/11g6p5g_0c,H0HI02155,https://kahele.house.gov,,,True,,,,2,2022,865.0,6.0,0.0,2022-08-09 11:30:25 -0400,ocd-division/country:us/state:hi/cd:2,1205 Longworth House Office Building,202-225-4906,,HI,2,False,1502,0.69,98.83,1.05,,,
K000009,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000009.json,Marcy,,Kaptur,,1946-06-17,F,D,,RepMarcyKaptur,RepresentativeMarcyKaptur,USRepMarcyKaptur,400211,1458,27016,15029,N00003522,/m/039s3l,H2OH09031,https://kaptur.house.gov,https://kaptur.house.gov/rss.xml,,True,,-0.35,,40,2022,865.0,10.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:oh/cd:9,2186 Rayburn House Office Building,202-225-4146,,OH,9,False,3909,1.16,98.94,0.94,,,
K000386,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000386.json,John,,Katko,,1962-11-09,M,R,,RepJohnKatko,RepJohnKatko,,412649,76367,152546,21542,N00035934,/m/0127pf8s,H4NY24073,https://katko.house.gov,https://katko.house.gov/rss.xml,,True,,0.187,,8,2022,865.0,11.0,0.0,2022-08-09 11:30:22 -0400,ocd-division/country:us/state:ny/cd:24,2428 Rayburn House Office Building,202-225-3701,,NY,24,False,3624,1.27,80.66,19.22,,,
K000375,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000375.json,Bill,,Keating,,1952-09-06,M,D,,USRepKeating,Congressman.Keating,RepBillKeating,412435,61856,4743,21140,N00031933,/m/09v6g7c,H0MA10082,https://keating.house.gov,https://keating.house.gov/rss.xml,,True,,-0.33,,12,2022,865.0,18.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:ma/cd:9,2351 Rayburn House Office Building,202-225-3111,,MA,9,False,2509,2.08,98.93,0.95,,,
K000395,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000395.json,Fred,,Keller,,1965-10-23,M,R,,RepFredKeller,,,412843,,119553,,N00044065,/m/0nfwr30,H0PA12181,https://keller.house.gov,https://keller.house.gov/rss.xml,,True,,,,4,2022,865.0,2.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:pa/cd:12,1717 Longworth House Office Building,202-225-3731,,PA,12,False,4212,0.23,97.08,2.8,,,
K000385,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000385.json,Robin,,Kelly,,1956-04-30,F,D,,RepRobinKelly,reprobinkelly,,412595,70399,33384,21371,N00035215,/m/0g8l32,H2IL02172,https://robinkelly.house.gov,https://robinkelly.house.gov/rss.xml,,True,,-0.463,,10,2022,865.0,3.0,0.0,2022-08-09 11:30:25 -0400,ocd-division/country:us/state:il/cd:2,2416 Rayburn House Office Building,202-225-0773,,IL,2,False,1702,0.35,98.84,1.05,,,
K000376,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000376.json,Mike,,Kelly,,1948-05-10,M,R,,MikeKellyPA,191056827594903,repmikekelly,412465,62696,119463,21167,N00031647,/m/0ds6wcw,H0PA03271,https://kelly.house.gov,https://kelly.house.gov/rss.xml,,True,,0.366,,12,2022,865.0,5.0,1.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:pa/cd:16,1707 Longworth House Office Building,202-225-5406,,PA,16,False,4216,0.58,97.54,2.34,,,
K000388,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000388.json,Trent,,Kelly,,1966-03-01,M,R,,RepTrentKelly,reptrentkelly,,412673,97322,156389,21561,N00037003,/m/013b9qgh,H6MS01131,https://trentkelly.house.gov,,,True,,0.631,,8,2022,865.0,7.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:ms/cd:1,2243 Rayburn House Office Building,202-225-4306,,MS,1,False,2801,0.81,95.43,4.45,,,
K000389,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000389.json,Ro,,Khanna,,1976-09-13,M,D,,RepRoKhanna,RepRoKhanna,,412684,31129,29473,21728,N00026427,/m/0q3z5xy,H4CA12055,https://khanna.house.gov,https://khanna.house.gov/rss.xml,,True,,-0.544,,6,2022,865.0,5.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:ca/cd:17,306 Cannon House Office Building,202-225-2631,,CA,17,False,0617,0.58,99.07,0.82,,,
K000380,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000380.json,Dan,,Kildee,,1958-08-11,M,D,,RepDanKildee,RepDanKildee,RepDanKildee,412546,623723,136102,21372,N00033395,/m/0n4c3yt,H2MI05119,https://dankildee.house.gov,https://dankildee.house.gov/rss.xml,,True,,-0.39,,10,2022,865.0,0.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:mi/cd:5,200 Cannon House Office Building,202-225-3611,,MI,5,False,2605,0.0,98.96,0.93,,,
K000381,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000381.json,Derek,,Kilmer,,1974-01-01,M,D,,RepDerekKilmer,derek.kilmer,,412583,68310,51516,21368,N00034453,/m/03w9yd6,H2WA06129,https://kilmer.house.gov,,,True,,-0.31,,10,2022,865.0,2.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:wa/cd:6,2059 Rayburn House Office Building,202-225-5916,,WA,6,False,5306,0.23,99.3,0.58,,,
K000394,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000394.json,Andy,,Kim,,1982-07-12,M,D,,RepAndyKimNJ,,,412797,,179640,,N00041370,/g/11f730yxds,H8NJ03206,https://kim.house.gov,,,True,,,,4,2022,865.0,0.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:nj/cd:3,2444 Rayburn House Office Building,202-225-4765,,NJ,3,False,3403,0.0,98.26,1.62,,,
K000397,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000397.json,Young,,Kim,,1962-10-18,F,R,,RepYoungKim,,,456802,,151787,,N00042386,/m/012c98r4,H8CA39240,https://youngkim.house.gov,,,True,,,,2,2022,865.0,7.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:ca/cd:39,1306 Longworth House Office Building,202-225-4111,,CA,39,False,0639,0.81,92.49,7.39,,,
K000188,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000188.json,Ron,,Kind,,1963-03-16,M,D,,RepRonKind,repronkind,RepRonKind,400218,45870,630,29769,N00004403,/m/024ty6,H6WI03099,https://kind.house.gov,https://kind.house.gov/rss.xml,,True,,-0.26,,26,2022,865.0,3.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:wi/cd:3,1502 Longworth House Office Building,202-225-5506,,WI,3,False,5503,0.35,97.21,2.67,,,
K000378,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000378.json,Adam,,Kinzinger,,1978-02-27,M,R,,RepKinzinger,RepKinzinger,RepAdamKinzinger,412421,62573,116559,21128,N00030667,/m/05q9ypn,H0IL11052,https://kinzinger.house.gov,,,True,,0.237,,12,2022,865.0,263.0,0.0,2022-08-09 12:00:38 -0400,ocd-division/country:us/state:il/cd:16,2245 Rayburn House Office Building,202-225-3635,,IL,16,False,1716,30.4,80.57,19.26,,,
K000368,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000368.json,Ann,,Kirkpatrick,,1950-03-24,F,D,,RepKirkpatrick,RepKirkpatrick,repannkirkpatrick,412286,1031338,28425,20902,N00029260,/m/02qtczp,H8AZ01104,https://kirkpatrick.house.gov,https://kirkpatrick.house.gov/category/press-release/feed/,,True,,-0.168,,4,2022,865.0,2.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:az/cd:2,309 Cannon House Office Building,202-225-2542,,AZ,2,False,0402,0.23,98.95,0.93,,,
