Researcher,id,name,State,official biography,biography,facebook,Facebook (Official),Facebook (Personal),Facebook (Campaign),twitter,Twitter (Official),Twitter (Personal),Twitter (Campaign),current_party,current_district,current_chamber,title,status,given_name,family_name,gender,email,birth_date,death_date,image,links,sources,capitol_address,capitol_voice,capitol_fax,district_address,district_voice,district_fax,youtube,instagram,Instagram (Official),Instagram (Personal),Instagram (Campaign),Campaign mailing address,Campaign phone,LinkedIn
,n/a,Malia Cohen,CA,,,n/a,n/a,https://www.facebook.com/malia.cohen.9,,n/a,n/a, https://www.twitter.com/MaliaCohen,,Democratic Party,California Controller,California Controller,,Candidate,Malia,Cohen,Female,,,n/a,,n/a,https://www.maliacohen.us/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/malia.cohen/,,"248 3rd Street, Ste. #437, Oakland, CA 94607",,https://www.linkedin.com/in/malia-cohen-446841/
,n/a,Lanhee Chen,CA,,,n/a,n/a,https://www.facebook.com/lanhee.chen,https://www.facebook.com/ChenforCalifornia,n/a,n/a,, https://www.twitter.com/lanheechen,Republican Party,California Controller,California Controller,,Candidate,Lanhee,Chen,Male,,,n/a,,n/a,https://chenforcalifornia.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/c/ChenForController2022,n/a,n/a,,https://www.instagram.com/lanheechen/?hl=en,,,https://www.linkedin.com/in/lanheechen/
,n/a,Robert Bernosky,CA,,,n/a,n/a,https://www.facebook.com/robert.bernosky,,n/a,n/a,, https://www.twitter.com/votebernosky,Republican Party,California Secretary of State,California Secretary of State,,Candidate,Robert,Bernosky,Male,rob@votebernosky.com,,n/a,,n/a,http://www.votebernosky.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"P.O. Box 2200, Hollister, CA 95024",831-801-5823,https://www.linkedin.com/in/rebernosky/
,n/a,Shirley Weber,CA,,,n/a,n/a,https://www.facebook.com/shirley.weber.184,https://www.facebook.com/ShirleyWeber4SOS,n/a,n/a,, https://www.twitter.com/DrWeber4CA,Democratic Party,California Secretary of State,California Secretary of State,,Candidate,Shirley,Weber,Female,info@drshirleyweber.com,,n/a,,n/a,https://drshirleyweber.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/shirley.weber.184/,,"3230 Arena Blvd, #245-416, Sacramento, CA 95834",619-889-5860,https://www.linkedin.com/in/shirley-weber-394b1236/
,n/a,Robert Bernosky,CA,,,n/a,n/a,https://www.facebook.com/robert.bernosky,,n/a,n/a,, https://www.twitter.com/votebernosky,Republican Party,California Secretary of State,California Secretary of State,,Candidate,Robert,Bernosky,Male,rob@votebernosky.com,,n/a,,n/a,http://www.votebernosky.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"P.O. Box 2200, Hollister, CA 95024",831-801-5823,https://www.linkedin.com/in/rebernosky/
,n/a,Shirley Weber,CA,,,n/a,n/a,https://www.facebook.com/shirley.weber.184,https://www.facebook.com/ShirleyWeber4SOS,n/a,n/a,, https://www.twitter.com/DrWeber4CA,Democratic Party,California Secretary of State,California Secretary of State,,Candidate,Shirley,Weber,Female,info@drshirleyweber.com,,n/a,,n/a,https://drshirleyweber.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/shirley.weber.184/,,"3230 Arena Blvd, #245-416, Sacramento, CA 95834",619-889-5860,https://www.linkedin.com/in/shirley-weber-394b1236/
,n/a,Ted Gaines,CA,,,n/a,n/a,https://www.facebook.com/ted.gaines.71,,n/a,n/a,,,Republican Party,California State Board of Equalization District 1,California State Board of Equalization District 1,,Candidate,Ted,Gaines,Male,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,https://www.linkedin.com/in/ted-gaines-02193098/
,n/a,Jose Altamirano,CA,,,n/a,n/a,,https://www.facebook.com/profile.php?id=100080613573194,n/a,n/a,, https://www.twitter.com/altamiranoJSA,Democratic Party,California State Board of Equalization District 1,California State Board of Equalization District 1,,Candidate,Jose,Altamirano,Male,,,n/a,,n/a,https://www.JoseAltamirano.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/altamirano4boe,,,https://www.linkedin.com/in/altamiranojs
,n/a,Ted Gaines,CA,,,n/a,n/a,https://www.facebook.com/ted.gaines.71,,n/a,n/a,,,Republican Party,California State Board of Equalization District 1,California State Board of Equalization District 1,,Candidate,Ted,Gaines,Male,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,https://www.linkedin.com/in/ted-gaines-02193098/
,n/a,Jose Altamirano,CA,,,n/a,n/a,,https://www.facebook.com/profile.php?id=100080613573194,n/a,n/a,, https://www.twitter.com/altamiranoJSA,Democratic Party,California State Board of Equalization District 1,California State Board of Equalization District 1,,Candidate,Jose,Altamirano,Male,,,n/a,,n/a,https://www.JoseAltamirano.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/altamirano4boe,,,https://www.linkedin.com/in/altamiranojs
,n/a,Sally Lieber,CA,,,n/a,n/a,https://www.facebook.com/sallylieber,,n/a,n/a,,,Democratic Party,California State Board of Equalization District 2,California State Board of Equalization District 2,,Candidate,Sally,Lieber,Female,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,https://www.linkedin.com/in/sally-lieber-62115812/
,n/a,Peter Verbica,CA,,,n/a,n/a,,https://www.facebook.com/profile.php?id=100078446973953,n/a,n/a,,,Republican Party,California State Board of Equalization District 2,California State Board of Equalization District 2,,Candidate,Peter,Verbica,Male,,,n/a,,n/a,https://peterverbica.com,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCms_9w3r9O_P477lrQmAD9Q,n/a,n/a,,,,,https://www.linkedin.com/in/peterverbica
,n/a,Sally Lieber,CA,,,n/a,n/a,https://www.facebook.com/sallylieber,,n/a,n/a,,,Democratic Party,California State Board of Equalization District 2,California State Board of Equalization District 2,,Candidate,Sally,Lieber,Female,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,https://www.linkedin.com/in/sally-lieber-62115812/
,n/a,Peter Verbica,CA,,,n/a,n/a,,https://www.facebook.com/profile.php?id=100078446973953,n/a,n/a,,,Republican Party,California State Board of Equalization District 2,California State Board of Equalization District 2,,Candidate,Peter,Verbica,Male,,,n/a,,n/a,https://peterverbica.com,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCms_9w3r9O_P477lrQmAD9Q,n/a,n/a,,,,,https://www.linkedin.com/in/peterverbica
,n/a,Tony Vazquez,CA,,,n/a,n/a,,,n/a,n/a,,,Democratic Party,California State Board of Equalization District 3,California State Board of Equalization District 3,,Candidate,Tony,Vazquez,Male,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Y. Marie Manvel,CA,,,n/a,n/a,,https://www.facebook.com/Y-Marie-Manvel-for-State-Board-of-Equalization-111619154872716/,n/a,n/a,, https://www.twitter.com/mariemanvel,Independent,California State Board of Equalization District 3,California State Board of Equalization District 3,,Candidate,Y. Marie,Manvel,Female,,,n/a,,n/a,https://www.mariemanvelforoffice.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/lovemareeman/,,,,
,n/a,Tony Vazquez,CA,,,n/a,n/a,,,n/a,n/a,,,Democratic Party,California State Board of Equalization District 3,California State Board of Equalization District 3,,Candidate,Tony,Vazquez,Male,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Y. Marie Manvel,CA,,,n/a,n/a,,https://www.facebook.com/Y-Marie-Manvel-for-State-Board-of-Equalization-111619154872716/,n/a,n/a,, https://www.twitter.com/mariemanvel,Independent,California State Board of Equalization District 3,California State Board of Equalization District 3,,Candidate,Y. Marie,Manvel,Female,,,n/a,,n/a,https://www.mariemanvelforoffice.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/lovemareeman/,,,,
,n/a,Mike Schaefer,CA,,,n/a,n/a,,,n/a,n/a,,,Democratic Party,California State Board of Equalization District 4,California State Board of Equalization District 4,,Candidate,Mike,Schaefer,,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,David Dodson,CA,,,n/a,n/a,,https://www.facebook.com/Dodson4BOE/,n/a,n/a,,,Democratic Party,California State Board of Equalization District 4,California State Board of Equalization District 4,,Candidate,David,Dodson,Male,,,n/a,,n/a,https://www.daviddodson4boe.org/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/dodson4boe/,,,https://www.linkedin.com/in/Dodson4BOE/
,n/a,Mike Schaefer,CA,,,n/a,n/a,,,n/a,n/a,,,Democratic Party,California State Board of Equalization District 4,California State Board of Equalization District 4,,Candidate,Mike,Schaefer,,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,David Dodson,CA,,,n/a,n/a,,https://www.facebook.com/Dodson4BOE/,n/a,n/a,,,Democratic Party,California State Board of Equalization District 4,California State Board of Equalization District 4,,Candidate,David,Dodson,Male,,,n/a,,n/a,https://www.daviddodson4boe.org/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/dodson4boe/,,,https://www.linkedin.com/in/Dodson4BOE/
,n/a,Tony Thurmond,CA,,,n/a,n/a,https://www.facebook.com/tony.thurmond.73,https://www.facebook.com/tony.thurmond/,n/a,n/a,, https://www.twitter.com/TonyThurmond,Nonpartisan,California Superintendent of Public Instruction,California Superintendent of Public Instruction,,Candidate,Tony,Thurmond,Male,tony@tonythurmond.com,,n/a,,n/a,https://www.tonythurmond.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/tonythurmond1/,https://www.instagram.com/tonythurmondspi/,"PO Box 2145, Richmond, CA 94802",,https://www.linkedin.com/in/tonythurmond4spi/
,n/a,Lance Christensen,CA,,,n/a,n/a,https://www.facebook.com/lancelands,https://www.facebook.com/Lance4CASuper,n/a,n/a, https://www.twitter.com/lancelands, https://www.twitter.com/Lance4CASuper,Nonpartisan,California Superintendent of Public Instruction,California Superintendent of Public Instruction,,Candidate,Lance,Christensen,Male,lance4supe@gmail.com,,n/a,,n/a,https://lancechristensen.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/lance4casuper/,"P.O. Box 516, Wheatland, CA 95692",916-572-8298,https://www.linkedin.com/in/lancechristensen/
,n/a,Tony Thurmond,CA,,,n/a,n/a,https://www.facebook.com/tony.thurmond.73,https://www.facebook.com/tony.thurmond/,n/a,n/a,, https://www.twitter.com/TonyThurmond,Nonpartisan,California Superintendent of Public Instruction,California Superintendent of Public Instruction,,Candidate,Tony,Thurmond,Male,tony@tonythurmond.com,,n/a,,n/a,https://www.tonythurmond.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/tonythurmond1/,https://www.instagram.com/tonythurmondspi/,"PO Box 2145, Richmond, CA 94802",,https://www.linkedin.com/in/tonythurmond4spi/
,n/a,Lance Christensen,CA,,,n/a,n/a,https://www.facebook.com/lancelands,https://www.facebook.com/Lance4CASuper,n/a,n/a, https://www.twitter.com/lancelands, https://www.twitter.com/Lance4CASuper,Nonpartisan,California Superintendent of Public Instruction,California Superintendent of Public Instruction,,Candidate,Lance,Christensen,Male,lance4supe@gmail.com,,n/a,,n/a,https://lancechristensen.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/lance4casuper/,"P.O. Box 516, Wheatland, CA 95692",916-572-8298,https://www.linkedin.com/in/lancechristensen/
,n/a,Fiona Ma,CA,,,n/a,n/a,https://www.facebook.com/CA.Fiona,https://www.facebook.com/CA.FionaMa/,n/a,n/a,, https://www.twitter.com/fionama,Democratic Party,California Treasurer,California Treasurer,,Candidate,Fiona,Ma,Female,fiona@fionama.com,,n/a,,n/a,https://www.fionama.com,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/fionama,n/a,n/a,,https://www.instagram.com/fionamacpa/,"2244 Ione Street, Sacramento, CA 95864",415-498-0357,https://www.linkedin.com/in/fionamacpa/
,n/a,Jack Guerrero,CA,,,n/a,n/a,https://www.facebook.com/guerrero.jack,https://www.facebook.com/profile.php?id=100069308585470,n/a,n/a,, https://www.twitter.com/guerrero_cpa,Republican Party,California Treasurer,California Treasurer,,Candidate,Jack,Guerrero,Male,,,n/a,,n/a,https://www.jack4treasurer.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UC4YE5van5oj1rpOve3iZLfA,n/a,n/a,,,"P.O. Box 1334, Cudahy, CA 90201",323-821-2670,https://www.linkedin.com/in/jack-m-guerrero-mba-cpa-65a82173/
,n/a,Fiona Ma,CA,,,n/a,n/a,https://www.facebook.com/CA.Fiona,https://www.facebook.com/CA.FionaMa/,n/a,n/a,, https://www.twitter.com/fionama,Democratic Party,California Treasurer,California Treasurer,,Candidate,Fiona,Ma,Female,fiona@fionama.com,,n/a,,n/a,https://www.fionama.com,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/fionama,n/a,n/a,,https://www.instagram.com/fionamacpa/,"2244 Ione Street, Sacramento, CA 95864",415-498-0357,https://www.linkedin.com/in/fionamacpa/
,n/a,Jack Guerrero,CA,,,n/a,n/a,https://www.facebook.com/guerrero.jack,https://www.facebook.com/profile.php?id=100069308585470,n/a,n/a,, https://www.twitter.com/guerrero_cpa,Republican Party,California Treasurer,California Treasurer,,Candidate,Jack,Guerrero,Male,,,n/a,,n/a,https://www.jack4treasurer.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UC4YE5van5oj1rpOve3iZLfA,n/a,n/a,,,"P.O. Box 1334, Cudahy, CA 90201",323-821-2670,https://www.linkedin.com/in/jack-m-guerrero-mba-cpa-65a82173/
,n/a,Brian Dahle,CA,,,n/a,n/a,https://www.facebook.com/bigvalleyseed,,n/a,n/a,,,Republican Party,Governor of California,Governor of California,,Candidate,Brian,Dahle,Male,,,n/a,,n/a,https://briandahle.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Gavin Newsom,CA,,,n/a,n/a,,https://www.facebook.com/GavinNewsom,n/a,n/a,, https://www.twitter.com/GavinNewsom,Democratic Party,Governor of California,Governor of California,,Candidate,Gavin,Newsom,Male,gavin@gavinnewsom.com,,n/a,,n/a,https://www.gavinnewsom.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/gavinnewsom/,"1787 Tribute Rd, Ste K, Sacramento, CA 95815",916-285-5733,https://www.linkedin.com/company/cagovernor/
,n/a,Brian Dahle,CA,,,n/a,n/a,https://www.facebook.com/bigvalleyseed,,n/a,n/a,,,Republican Party,Governor of California,Governor of California,,Candidate,Brian,Dahle,Male,,,n/a,,n/a,https://briandahle.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Gavin Newsom,CA,,,n/a,n/a,,https://www.facebook.com/GavinNewsom,n/a,n/a,, https://www.twitter.com/GavinNewsom,Democratic Party,Governor of California,Governor of California,,Candidate,Gavin,Newsom,Male,gavin@gavinnewsom.com,,n/a,,n/a,https://www.gavinnewsom.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/gavinnewsom/,"1787 Tribute Rd, Ste K, Sacramento, CA 95815",916-285-5733,https://www.linkedin.com/company/cagovernor/
,n/a,Eleni Kounalakis,CA,,,n/a,n/a,,,n/a,n/a,, https://www.twitter.com/EleniForCA,Democratic Party,Lieutenant Governor of California,Lieutenant Governor of California,,Candidate,Eleni,Kounalakis,Female,info@eleniforca.com,,n/a,,n/a,https://www.eleniforca.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"2443 Fillmore Street #300, San Francisco, CA 94115",415-857-0921,https://www.linkedin.com/in/eleni-kounalakis-3aaa66137/
,n/a,Angela Underwood Jacobs,CA,,,n/a,n/a,,,n/a,n/a,,,Republican Party,Lieutenant Governor of California,Lieutenant Governor of California,,Candidate,Angela,Underwood Jacobs,Female,,,n/a,,n/a,https://www.angelaforcalifornia.com/about,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Eleni Kounalakis,CA,,,n/a,n/a,,,n/a,n/a,, https://www.twitter.com/EleniForCA,Democratic Party,Lieutenant Governor of California,Lieutenant Governor of California,,Candidate,Eleni,Kounalakis,Female,info@eleniforca.com,,n/a,,n/a,https://www.eleniforca.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"2443 Fillmore Street #300, San Francisco, CA 94115",415-857-0921,https://www.linkedin.com/in/eleni-kounalakis-3aaa66137/
,n/a,Angela Underwood Jacobs,CA,,,n/a,n/a,,,n/a,n/a,,,Republican Party,Lieutenant Governor of California,Lieutenant Governor of California,,Candidate,Angela,Underwood Jacobs,Female,,,n/a,,n/a,https://www.angelaforcalifornia.com/about,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Megan Dahle,CA,,,n/a,n/a,https://www.facebook.com/megan.dahle.5,https://www.facebook.com/voteMeganAD1/,n/a,n/a,,,Republican Party,California State Assembly District 1,California State Assembly District 1,,Candidate,Megan,Dahle,Female,meganraydahle@gmail.com,,n/a,,n/a,https://www.votemegandahle.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/megandahleca/,"9460 Tegner Road, Hilmar, CA 95324",530-299-3223,
,n/a,Belle Starr Sandwith,CA,,,n/a,n/a,https://www.facebook.com/belle.sandwith,,n/a,n/a,,,Democratic Party,California State Assembly District 1,California State Assembly District 1,,Candidate,Belle,Starr Sandwith,Female,belleforassembly@gmail.com,,n/a,,n/a,https://sandwithforassembly.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/outlaw_martha_stewart/,,"P.O. Box 320, Loyalton, CA 96118",530-575-9161,https://www.linkedin.com/in/belle-starr-sandwith-68800754/
,n/a,Megan Dahle,CA,,,n/a,n/a,https://www.facebook.com/megan.dahle.5,https://www.facebook.com/voteMeganAD1/,n/a,n/a,,,Republican Party,California State Assembly District 1,California State Assembly District 1,,Candidate,Megan,Dahle,Female,meganraydahle@gmail.com,,n/a,,n/a,https://www.votemegandahle.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/megandahleca/,"9460 Tegner Road, Hilmar, CA 95324",530-299-3223,
,n/a,Belle Starr Sandwith,CA,,,n/a,n/a,https://www.facebook.com/belle.sandwith,,n/a,n/a,,,Democratic Party,California State Assembly District 1,California State Assembly District 1,,Candidate,Belle,Starr Sandwith,Female,belleforassembly@gmail.com,,n/a,,n/a,https://sandwithforassembly.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/outlaw_martha_stewart/,,"P.O. Box 320, Loyalton, CA 96118",530-575-9161,https://www.linkedin.com/in/belle-starr-sandwith-68800754/
,n/a,Eric Guerra,CA,,,n/a,n/a,https://www.facebook.com/eric.guerra.5855,,n/a,n/a, https://www.twitter.com/EricZGuerra,,Democratic Party,California State Assembly District 10,California State Assembly District 10,,Candidate,Eric,Guerra,Male,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/eric.guerra/,,,,https://www.linkedin.com/in/eric-guerra-6914a375/
,n/a,Stephanie Nguyen,CA,,,n/a,n/a,https://www.facebook.com/stephanie.nguyen.52,https://www.facebook.com/CouncilMemberStephanieNguyen,n/a,n/a,,,Democratic Party,California State Assembly District 10,California State Assembly District 10,,Candidate,Stephanie,Nguyen,Female,nguyen.t.stephanie@gmail.com,,n/a,,n/a,https://www.stephanienguyenforassembly.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"5445 Madison Ave, Sacramento, CA 95841",916-508-5239,https://www.linkedin.com/in/stephanie-nguyen-97a45230/
,n/a,Eric Guerra,CA,,,n/a,n/a,https://www.facebook.com/eric.guerra.5855,,n/a,n/a, https://www.twitter.com/EricZGuerra,,Democratic Party,California State Assembly District 10,California State Assembly District 10,,Candidate,Eric,Guerra,Male,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/eric.guerra/,,,,https://www.linkedin.com/in/eric-guerra-6914a375/
,n/a,Stephanie Nguyen,CA,,,n/a,n/a,https://www.facebook.com/stephanie.nguyen.52,https://www.facebook.com/CouncilMemberStephanieNguyen,n/a,n/a,,,Democratic Party,California State Assembly District 10,California State Assembly District 10,,Candidate,Stephanie,Nguyen,Female,nguyen.t.stephanie@gmail.com,,n/a,,n/a,https://www.stephanienguyenforassembly.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"5445 Madison Ave, Sacramento, CA 95841",916-508-5239,https://www.linkedin.com/in/stephanie-nguyen-97a45230/
,n/a,Lori Wilson,CA,,,n/a,n/a,,https://www.facebook.com/electloriwilson/,n/a,n/a,, https://www.twitter.com/loridwilson,Democratic Party,California State Assembly District 11,California State Assembly District 11,,Candidate,Lori,Wilson,Female,info@electloriwilson.com,,n/a,,n/a,https://www.electloriwilson.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"325 Merganser Drive, #1490, Suisun City, CA 94585",707-410-0585,https://www.linkedin.com/in/loridwilson/
,n/a,Jenny Callison,CA,,,n/a,n/a,https://www.facebook.com/profile.php?id=100077984079322,https://www.facebook.com/callison2022,n/a,n/a,, https://www.twitter.com/j_mppa,Independent,California State Assembly District 11,California State Assembly District 11,,Candidate,Jenny,Callison,Female,callison2022@gmail.com,,n/a,,n/a,https://www.callison2022.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"1020 A Harbison Dr, #444, Vacaville, CA 95687",707-469-3745,https://www.linkedin.com/in/jenny-callison-9811621a3/
,n/a,Lori Wilson,CA,,,n/a,n/a,,https://www.facebook.com/electloriwilson/,n/a,n/a,, https://www.twitter.com/loridwilson,Democratic Party,California State Assembly District 11,California State Assembly District 11,,Candidate,Lori,Wilson,Female,info@electloriwilson.com,,n/a,,n/a,https://www.electloriwilson.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"325 Merganser Drive, #1490, Suisun City, CA 94585",707-410-0585,https://www.linkedin.com/in/loridwilson/
,n/a,Jenny Callison,CA,,,n/a,n/a,https://www.facebook.com/profile.php?id=100077984079322,https://www.facebook.com/callison2022,n/a,n/a,, https://www.twitter.com/j_mppa,Independent,California State Assembly District 11,California State Assembly District 11,,Candidate,Jenny,Callison,Female,callison2022@gmail.com,,n/a,,n/a,https://www.callison2022.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"1020 A Harbison Dr, #444, Vacaville, CA 95687",707-469-3745,https://www.linkedin.com/in/jenny-callison-9811621a3/
